"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Gibraltar","GIB","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.98","1.12","1.23","1.31","1.36","1.41","1.45","1.43","1.37","1.33","1.27","1.21","1.13","1.06","1.02","0.95","0.92","0.85","0.83","0.81","0.74","0.7","0.66","0.55","0.54","0.57","0.53","0.51","0.46","0.39","",
"Gambia, The","GMB","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.22","0.31","0.44","0.6","0.8","0.97","1.2","1.34","1.5","1.55","1.57","1.56","1.51","1.42","1.36","1.33","1.29","1.27","1.26","1.22","1.17","1.14","1.1","1.11","1.12","1.1","1.09","1.07","1.07","1.06","",
"Guinea-Bissau","GNB","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.42","0.61","0.85","1.19","1.66","2.2","2.76","3.25","3.59","3.71","3.56","3.43","3.19","2.96","2.74","2.57","2.4","2.34","2.23","2.16","2.05","1.97","1.86","1.72","1.58","1.51","1.39","1.28","1.25","1.15","",
"Equatorial Guinea","GNQ","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.28","1.5","1.77","1.99","2.27","2.45","2.62","2.85","3.02","3.09","3.25","3.37","3.38","3.51","3.6","3.63","3.77","3.87","3.88","4.11","4.17","4.34","4.4","4.24","4.03","4.16","4.17","4.14","4","4.06","",
"Greece","GRC","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grenada","GRD","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.25","0.27","0.29","0.31","0.32","0.31","0.31","0.29","0.28","0.26","0.25","0.25","0.25","0.23","0.21","0.2","0.19","0.18","0.16","0.14","0.13","0.12","0.11","0.09","0.09","0.09","0.08","0.07","0.07","",
"Guam","GUM","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","0.07","0.1","0.13","0.18","0.25","0.34","0.45","0.59","0.74","0.88","1.01","1.05","1.06","1.01","0.91","0.82","0.73","0.65","0.65","0.62","0.6","0.57","0.54","0.53","0.51","0.5","0.48","0.46","0.42","",
"High income","HIC","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.78","0.85","0.87","0.87","0.84","0.77","0.67","0.59","0.51","0.42","0.36","0.28","0.22","0.18","0.15","0.13","0.12","0.11","0.11","0.11","0.11","0.12","0.12","0.12","0.13","0.13","0.13","0.13","0.12","0.11","",
"Heavily indebted poor countries (HIPC)","HPC","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.13053251475644","2.01411763468661","1.89867052980612","1.78467756666619","1.67482060537364","1.58315207086226","1.50732288478582","1.4277817795424","1.35519952858243","1.29120308101517","1.2385833297028","1.16539999912601","1.08167506950511","1.01930987871142","0.959647965676987","0.898889506796372","0.85300338243422","0.794319347895169","0.738102747516403","0.686500113288197","",
"Croatia","HRV","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","",
"Haiti","HTI","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.85","2.81","2.6","2.34","2.1","1.99","1.86","1.73","1.63","1.52","1.44","1.47","1.4","1.32","1.2","1.12","1.08","1.02","0.97","0.94","0.92","0.88","0.83","0.77","0.73","0.69","0.65","0.59","0.53","0.52","",
"Hungary","HUN","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.56128849134353","1.46724268672929","1.38074158363338","1.29959529173475","1.22523086590535","1.16878563507677","1.11353718469968","1.06051151384702","1.00956380122919","0.965978693548697","0.924264265718759","0.868777252060671","0.813839606564291","0.768941755900953","0.724386973295153","0.681656011737082","0.646913699512526","0.607178793077374","0.570831625287887","0.541680275565861","",
"IDA blend","IDB","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.27411730891199","1.17905297286194","1.10016077322094","1.02888155462777","0.97123704031366","0.939833018460234","0.894086661610432","0.858333494819888","0.818693319454781","0.788616297222962","0.744348992953068","0.691487522532783","0.651289491176283","0.610254490845186","0.568905913161591","0.534882826440477","0.503000791919747","0.475741110135729","0.454781997289731","0.446091889176273","",
"Indonesia","IDN","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA only","IDX","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.74211170986373","1.64838866206284","1.55670539938072","1.46893351780248","1.38370214357528","1.31129746966271","1.24985596766848","1.18588564539874","1.12777037924462","1.07571328696248","1.0355877180612","0.978512490027693","0.914425864485623","0.867119787746957","0.82055114648745","0.772374043467091","0.735769582497051","0.688214140980854","0.642249056704359","0.600375665461581","",
"Isle of Man","IMN","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","INX","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.04","0.04","0.05","0.07","0.08","0.08","0.08","0.08","0.08","0.08","0.07","0.07","0.07","0.07","0.06","0.06","0.06","0.06","0.06","0.05","0.05","0.05","0.05","",
"Iraq","IRQ","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.09","0.08","0.08","0.07","0.07","0.07","0.07","0.08","0.08","0.09","0.1","0.1","0.11","0.11","0.11","0.11","0.1","0.1","0.09","0.08","0.08","0.07","0.07","0.06","0.06","0.06","0.05","0.05","0.05","0.04","",
"Jamaica","JAM","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.07","1.1","1.15","1.17","1.16","1.11","1.08","1.06","1.06","1.05","1.04","1","0.75","0.79","0.8","0.78","0.71","0.72","0.68","0.71","0.68","0.67","0.66","0.65","0.63","0.62","0.61","0.6","0.59","0.57","",
"Jordan","JOR","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Japan","JPN","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.04","0.04","0.05","0.06","0.06","0.07","0.08","0.09","0.09","0.1","0.11","0.12","0.13","0.14","0.15","0.16","0.17","0.18","0.19","0.19","0.2","",
"Kenya","KEN","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.11","9.48","10.37","10.37","9.64","8.62","7.38","6.39","5.57","4.99","4.5","4.09","3.75","3.46","3.21","2.99","2.83","2.63","2.32","2.22","2.08","1.83","1.74","1.64","1.51","1.31","1.17","1.09","0.97","0.92","",
"Kyrgyz Republic","KGZ","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.03","0.03","0.04","0.05","0.05","0.06","0.08","0.09","0.11","0.13","0.14","0.14","0.16","0.17","0.16","0.16","0.16","0.16","0.16","0.15","0.14","",
"Cambodia","KHM","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.11","0.28","0.71","1.29","1.79","2","1.93","1.72","1.44","1.16","0.89","0.65","0.54","0.46","0.39","0.33","0.28","0.23","0.2","0.17","0.14","0.12","0.11","0.1","0.09","0.08","0.07","0.06","0.05","0.05","",
"Kiribati","KIR","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.02","0.02","0.03","0.06","0.09","0.11","0.11","0.15","0.16","0.17","0.16","0.17","0.17","0.18","0.18","0.18","0.17","0.17","0.16","0.15","0.15","0.14","0.13","0.12","0.12","0.11","",
"Lebanon","LBN","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","",
"Liberia","LBR","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.35","3.86","3.33","3.1","2.86","2.61","2.3","2.01","2.17","2.03","1.93","1.71","1.52","1.36","1.27","1.21","1.15","1.08","1.02","0.96","0.89","0.82","0.77","0.74","0.7","0.64","0.6","0.56","0.5","0.46","",
"Libya","LBY","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.03","0.04","0.04","0.05","0.07","0.07","0.09","0.1","0.11","0.12","0.12","0.13","0.13","0.13","0.12","0.11","0.11","0.1","0.09","0.08","0.07","0.07","",
"St. Lucia","LCA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.79058698864333","1.70303930513337","1.61526279502054","1.52951693979563","1.44888650519871","1.37590418005159","1.31583078424473","1.25308218462972","1.19316151126568","1.14370524910755","1.0998071232868","1.03919702071748","0.972157262582455","0.920612680232728","0.869633731598809","0.81797630372042","0.780223873760712","0.731434417498398","0.682348857221654","0.638509718230553","",
"Low income","LIC","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.63204846963694","1.55280416004257","1.47122693134272","1.38660500987317","1.31332127227378","1.24496255392353","1.19048122171449","1.13041278569739","1.07707064107561","1.03546502024434","1.00062661194551","0.935299379898129","0.861272706315872","0.815447856163616","0.76319256822836","0.716307180982401","0.682363632241196","0.63663902038265","0.589909485448356","0.556323355450289","",
"Liechtenstein","LIE","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","",
"Lower middle income","LMC","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.41","8.97","12.1","15.51","19.12","21.89","23.58","24.28","23.67","22.68","21.24","19.49","18.1","16.89","15.85","15.15","14.51","14.2","13.97","13.15","12.29","11.35","10.69","9.81","8.94","8.13","7.67","7.18","6.66","6.43","",
"Late-demographic dividend","LTE","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.04","0.11","0.05","0.05","0.05","0.06","0.06","0.07","0.07","0.07","0.08","0.08","0.08","0.09","0.09","0.09","0.09","0.09","0.09","0.09","",
"Luxembourg","LUX","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04","0.04","0.05","0.06","0.07","0.08","0.09","0.09","0.1","0.34","0.12","0.13","0.14","0.15","0.16","0.16","0.17","0.18","0.18","0.18","0.18","0.18","0.19","0.19","0.18","0.18","0.18","0.19","0.19","0.19","",
"Macao SAR, China","MAC","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02","0.03","0.03","0.03","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.05","0.05","0.05","0.05","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.02","",
"Monaco","MCO","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.02","0.05","0.13","0.25","0.34","0.36","0.34","0.3","0.26","0.27","0.29","0.31","0.35","0.38","0.4","0.4","0.41","0.38","0.37","0.34","0.32","0.3","0.28","0.26","0.25","0.24","0.23","",
"Madagascar","MDG","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.03","0.03","0.03","0.03","0.03","0.03","0.04","0.04","0.05","0.05","0.06","0.07","0.08","0.1","0.11","0.13","0.15","0.17","0.19","0.2","0.21","0.22","0.23","",
"Maldives","MDV","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0374374017108992","0.040065244686499","0.0392957218777354","0.0397464118309261","0.0406160308985079","0.0395867520438057","0.0394622055480013","0.0369236113815839","0.0388531181162632","0.038837840371094","0.038998348106712","0.0375588866668629","0.0389900030762553","0.0385916240565563","0.0384887049043369","0.0423491290882977","0.0396597793713807","0.0423782097762221","0.0421642381141354","0.0440258627344448","",
"Mexico","MEX","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marshall Islands","MHL","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.4","0.44","0.32","0.31","0.33","0.35","0.41","0.45","0.52","0.58","0.57","0.54","0.51","0.49","0.46","0.43","0.41","0.37","0.34","0.31","0.3","0.29","0.28","0.27","0.26","0.24","0.22","0.2","0.19","",
"Middle East & North Africa (excluding high income)","MNA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0372309434599082","0.0398836582835867","0.0391069304983613","0.0396523913764296","0.0405292644833249","0.0394894883152709","0.039362723993905","0.0367986335200187","0.0387446617878439","0.0387261523536609","0.0388837917646042","0.0374225374147118","0.0388621134729083","0.0385742763387923","0.0384690861823456","0.0423809562800048","0.0396550148554476","0.0424123677077","0.0421959075415273","0.0440855672689215","",
"Montenegro","MNE","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.03","0.03","0.04","0.04","0.04","0.05","0.05","0.05","0.05","0.05","0.05","",
"Mongolia","MNG","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.01","0.02","0.01","0.01","",
"Northern Mariana Islands","MNP","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.07","2.71","3.44","4.19","5.04","5.81","6.52","7.17","7.71","8.01","8.3","8.37","8.23","8.01","7.83","7.62","7.51","7.17","7.13","7.02","7.19","6.83","6.49","6.34","6.05","5.78","5.56","5.21","4.93","4.68","",
"Mauritania","MRT","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.02","0.03","0.07","0.14","0.25","0.43","0.66","0.92","1.11","1.2","1.22","1.17","1.09","1.02","0.93","0.85","0.78","0.72","0.62","0.54","0.5","0.49","0.49","0.51","0.54","0.56","0.57","",
